image_path,label,class_name,prompt,negative_prompt,seed,width,height,model_id,source_image,strength
/content/gtsrb_repo/data/generated/00022/00022_synth_017.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220063,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00000_00021.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_018.png,22,bumpy_road,"close-up of a German bumpy road traffic sign, centered, no background clutter, traffic sign dataset style, sharp edges, front facing","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220064,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00000_00022.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_019.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220067,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00000_00025.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_020.png,22,bumpy_road,"close-up of a German bumpy road traffic sign, centered, no background clutter, traffic sign dataset style, sharp edges, front facing","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220068,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00000_00026.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_021.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220069,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00000_00027.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_022.png,22,bumpy_road,"close-up of a German bumpy road traffic sign, centered, no background clutter, traffic sign dataset style, sharp edges, front facing","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220072,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00000.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_023.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220073,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00001.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_024.png,22,bumpy_road,"a centered German bumpy road traffic sign, red triangle border, white background, uneven road bump icon, clean dataset style, front facing, high contrast","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220074,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00002.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_025.png,22,bumpy_road,"close-up of a German bumpy road traffic sign, centered, no background clutter, traffic sign dataset style, sharp edges, front facing","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220076,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00004.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_026.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220077,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00005.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_027.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220079,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00007.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_028.png,22,bumpy_road,"close-up of a German bumpy road traffic sign, centered, no background clutter, traffic sign dataset style, sharp edges, front facing","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220080,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00008.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_029.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220081,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00009.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_030.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220083,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00011.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_031.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220085,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00013.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_032.png,22,bumpy_road,"a centered German bumpy road traffic sign, red triangle border, white background, uneven road bump icon, clean dataset style, front facing, high contrast","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220086,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00014.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_033.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220087,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00015.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_034.png,22,bumpy_road,"close-up of a German bumpy road traffic sign, centered, no background clutter, traffic sign dataset style, sharp edges, front facing","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220088,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00016.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_035.png,22,bumpy_road,"a centered German bumpy road traffic sign, red triangle border, white background, uneven road bump icon, clean dataset style, front facing, high contrast","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220090,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00018.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_036.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220091,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00019.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_037.png,22,bumpy_road,"close-up of a German bumpy road traffic sign, centered, no background clutter, traffic sign dataset style, sharp edges, front facing","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220092,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00020.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_038.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220093,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00021.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_039.png,22,bumpy_road,"a centered German bumpy road traffic sign, red triangle border, white background, uneven road bump icon, clean dataset style, front facing, high contrast","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220094,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00022.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_040.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220095,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00023.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_041.png,22,bumpy_road,"close-up of a German bumpy road traffic sign, centered, no background clutter, traffic sign dataset style, sharp edges, front facing","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220096,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00024.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_042.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220097,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00025.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_043.png,22,bumpy_road,"a centered German bumpy road traffic sign, red triangle border, white background, uneven road bump icon, clean dataset style, front facing, high contrast","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220098,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00026.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_044.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220101,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00001_00029.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_045.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220103,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00001.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_046.png,22,bumpy_road,"close-up of a German bumpy road traffic sign, centered, no background clutter, traffic sign dataset style, sharp edges, front facing","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220104,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00002.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_047.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220105,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00003.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_048.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220107,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00005.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_049.png,22,bumpy_road,"close-up of a German bumpy road traffic sign, centered, no background clutter, traffic sign dataset style, sharp edges, front facing","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220108,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00006.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_050.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220111,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00009.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_051.png,22,bumpy_road,"close-up of a German bumpy road traffic sign, centered, no background clutter, traffic sign dataset style, sharp edges, front facing","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220112,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00010.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_052.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220113,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00011.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_053.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220115,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00013.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_054.png,22,bumpy_road,"close-up of a German bumpy road traffic sign, centered, no background clutter, traffic sign dataset style, sharp edges, front facing","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220116,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00014.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_055.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220117,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00015.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_056.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220119,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00017.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_057.png,22,bumpy_road,"close-up of a German bumpy road traffic sign, centered, no background clutter, traffic sign dataset style, sharp edges, front facing","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220120,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00018.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_058.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220123,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00021.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_059.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220125,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00023.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_060.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220127,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00025.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_061.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220129,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00002_00027.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_062.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220133,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00003_00001.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_063.png,22,bumpy_road,"a German warning bumpy road sign, triangular red border, black uneven road symbol, isolated sign, front view, realistic but clean training image","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220135,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00003_00003.ppm,0.4
/content/gtsrb_repo/data/generated/00022/00022_synth_064.png,22,bumpy_road,"a single bumpy road warning sign on plain background, red triangular border, black rough road symbol, centered composition","blurry, cropped, tilted, text, watermark, extra objects, multiple signs, distorted shape, low contrast, occluded, background clutter, bent sign, cut off sign",220137,512,512,runwayml/stable-diffusion-v1-5,/content/gtsrb_repo/data/GTSRB/Final_Training/Images/00022/00003_00005.ppm,0.4
